station,valid,tmpf,tmpc,relh,sknt,p01m
SBVT,2016-10-23 03:00,75.20,24.00,83.32,10.00,0.00
SBVT,2016-10-23 04:00,75.20,24.00,83.32,10.00,0.00
SBVT,2016-10-23 05:00,73.40,23.00,88.51,8.00,0.00
SBVT,2016-10-23 06:00,73.40,23.00,88.51,9.00,0.00
SBVT,2016-10-23 08:00,73.40,23.00,88.51,10.00,0.00
SBVT,2016-10-23 09:00,75.20,24.00,83.32,10.00,0.00
SBVT,2016-10-23 10:00,75.20,24.00,83.32,8.00,0.00
SBVT,2016-10-23 11:00,75.20,24.00,83.32,10.00,0.00
SBVT,2016-10-23 12:00,77.00,25.00,78.48,9.00,0.00
SBVT,2016-10-23 13:00,78.80,26.00,73.95,8.00,0.00
SBVT,2016-10-23 14:00,78.80,26.00,73.95,12.00,0.00
SBVT,2016-10-23 15:00,78.80,26.00,73.95,12.00,0.00
SBVT,2016-10-23 16:00,80.60,27.00,69.71,11.00,0.00
SBVT,2016-10-23 17:00,78.80,26.00,73.95,14.00,0.00
SBVT,2016-10-23 18:00,78.80,26.00,73.95,15.00,0.00
SBVT,2016-10-23 19:00,77.00,25.00,78.48,13.00,0.00
SBVT,2016-10-23 20:00,75.20,24.00,83.32,11.00,0.00
SBVT,2016-10-23 21:00,75.20,24.00,83.32,8.00,0.00
SBVT,2016-10-23 22:00,75.20,24.00,83.32,6.00,0.00
SBVT,2016-10-23 23:00,75.20,24.00,83.32,7.00,0.00
SBVT,2016-10-24 00:00,75.20,24.00,83.32,5.00,0.00
SBVT,2016-10-24 01:00,75.20,24.00,83.32,5.00,0.00
SBVT,2016-10-24 02:00,75.20,24.00,83.32,3.00,0.00
SBVT,2016-10-24 03:00,73.40,23.00,88.51,3.00,0.00
SBVT,2016-10-24 04:00,71.60,22.00,88.43,3.00,0.00
SBVT,2016-10-24 05:00,71.60,22.00,88.43,4.00,0.00
SBVT,2016-10-24 06:00,71.60,22.00,94.06,3.00,0.00
SBVT,2016-10-24 07:00,73.40,23.00,88.51,3.00,0.00
SBVT,2016-10-24 08:00,71.60,22.00,88.43,2.00,0.00
SBVT,2016-10-24 09:00,71.60,22.00,88.43,2.00,0.00
SBVT,2016-10-24 10:00,77.00,25.00,78.48,2.00,0.00
SBVT,2016-10-24 11:00,78.80,26.00,73.95,4.00,0.00
SBVT,2016-10-24 12:00,80.60,27.00,65.54,7.00,0.00
SBVT,2016-10-24 13:00,82.40,28.00,65.74,8.00,0.00
SBVT,2016-10-24 14:00,82.40,28.00,65.74,9.00,0.00
SBVT,2016-10-24 15:00,84.20,29.00,65.95,10.00,0.00
SBVT,2016-10-24 16:00,84.20,29.00,62.03,11.00,0.00
SBVT,2016-10-24 17:00,80.60,27.00,69.71,10.00,0.00
SBVT,2016-10-24 18:00,78.80,26.00,78.62,9.00,0.00
SBVT,2016-10-24 20:00,78.80,26.00,73.95,5.00,0.00
SBVT,2016-10-24 21:00,77.00,25.00,83.44,6.00,0.00
SBVT,2016-10-24 22:00,75.20,24.00,88.59,3.00,0.00
SBVT,2016-10-24 23:00,77.00,25.00,83.44,5.00,0.00
SBVT,2016-10-25 00:00,77.00,25.00,83.44,4.00,0.00
SBVT,2016-10-25 01:00,77.00,25.00,83.44,2.00,0.00
SBVT,2016-10-25 02:00,77.00,25.00,83.44,2.00,0.00
SBVT,2016-10-25 03:00,77.00,25.00,83.44,4.00,0.00
SBVT,2016-10-25 04:00,75.20,24.00,88.59,2.00,0.00
SBVT,2016-10-25 05:00,75.20,24.00,88.59,2.00,0.00
SBVT,2016-10-25 06:00,75.20,24.00,88.59,2.00,0.00
SBVT,2016-10-25 07:00,75.20,24.00,88.59,2.00,0.00
SBVT,2016-10-25 08:00,75.20,24.00,88.59,1.00,0.00
SBVT,2016-10-25 09:00,75.20,24.00,88.59,4.00,0.00
SBVT,2016-10-25 10:00,77.00,25.00,83.44,2.00,0.00
SBVT,2016-10-25 11:00,82.40,28.00,65.74,3.00,0.00
SBVT,2016-10-25 12:00,84.20,29.00,62.03,6.00,0.00
SBVT,2016-10-25 13:00,84.20,29.00,62.03,7.00,0.00
SBVT,2016-10-25 14:00,86.00,30.00,58.55,9.00,0.00
SBVT,2016-10-25 15:00,86.00,30.00,62.25,11.00,0.00
SBVT,2016-10-25 16:00,86.00,30.00,62.25,12.00,0.00
SBVT,2016-10-25 17:00,86.00,30.00,62.25,11.00,0.00
SBVT,2016-10-25 18:00,86.00,30.00,62.25,10.00,0.00
SBVT,2016-10-25 19:00,82.40,28.00,69.90,10.00,0.00
SBVT,2016-10-25 20:00,78.80,26.00,78.62,9.00,0.00
SBVT,2016-10-25 21:00,78.80,26.00,78.62,7.00,0.00
SBVT,2016-10-25 22:00,78.80,26.00,83.55,9.00,0.00
SBVT,2016-10-25 23:00,77.00,25.00,83.44,10.00,0.00
SBVT,2016-10-26 00:00,77.00,25.00,83.44,9.00,0.00
SBVT,2016-10-26 01:00,77.00,25.00,83.44,10.00,0.00
SBVT,2016-10-26 02:00,77.00,25.00,83.44,9.00,0.00
SBVT,2016-10-26 03:00,77.00,25.00,83.44,9.00,0.00
SBVT,2016-10-26 04:00,77.00,25.00,83.44,5.00,0.00
SBVT,2016-10-26 05:00,77.00,25.00,83.44,7.00,0.00
SBVT,2016-10-26 06:00,77.00,25.00,83.44,4.00,0.00
SBVT,2016-10-26 07:00,77.00,25.00,83.44,2.00,0.00
SBVT,2016-10-26 08:00,75.20,24.00,88.59,4.00,0.00
SBVT,2016-10-26 09:00,75.20,24.00,88.59,4.00,0.00
SBVT,2016-10-26 10:00,78.80,26.00,78.62,6.00,0.00
SBVT,2016-10-26 11:00,80.60,27.00,74.11,4.00,0.00
SBVT,2016-10-26 12:00,82.40,28.00,65.74,9.00,0.00
SBVT,2016-10-26 13:00,86.00,30.00,58.55,8.00,0.00
SBVT,2016-10-26 14:00,84.20,29.00,65.95,6.00,0.00
SBVT,2016-10-26 15:00,86.00,30.00,62.25,11.00,0.00
SBVT,2016-10-26 16:00,86.00,30.00,62.25,12.00,0.00
SBVT,2016-10-26 17:00,86.00,30.00,62.25,13.00,0.00
SBVT,2016-10-26 18:00,86.00,30.00,58.55,14.00,0.00
SBVT,2016-10-26 19:00,84.20,29.00,62.03,14.00,0.00
SBVT,2016-10-26 20:00,82.40,28.00,69.90,13.00,0.00
SBVT,2016-10-26 21:00,80.60,27.00,74.11,14.00,0.00
SBVT,2016-10-26 22:00,78.80,26.00,78.62,12.00,0.00
SBVT,2016-10-26 23:00,78.80,26.00,78.62,15.00,0.00
SBVT,2016-10-27 00:00,78.80,26.00,78.62,13.00,0.00
SBVT,2016-10-27 01:00,77.00,25.00,83.44,6.00,0.00
SBVT,2016-10-27 02:00,77.00,25.00,83.44,3.00,0.00
SBVT,2016-10-27 03:00,75.20,24.00,83.32,4.00,0.00
SBVT,2016-10-27 04:00,75.20,24.00,83.32,6.00,0.00
SBVT,2016-10-27 05:00,75.20,24.00,83.32,6.00,0.00
SBVT,2016-10-27 06:00,75.20,24.00,83.32,7.00,0.00
SBVT,2016-10-27 07:00,75.20,24.00,83.32,8.00,0.00
SBVT,2016-10-27 08:00,75.20,24.00,83.32,7.00,0.00
SBVT,2016-10-27 09:00,77.00,25.00,78.48,8.00,0.00
SBVT,2016-10-27 10:00,80.60,27.00,65.54,11.00,0.00
SBVT,2016-10-27 11:00,84.20,29.00,58.32,16.00,0.00
SBVT,2016-10-27 12:00,84.20,29.00,58.32,14.00,0.00
SBVT,2016-10-27 13:00,87.80,31.00,51.98,18.00,0.00
SBVT,2016-10-27 14:00,91.40,33.00,46.41,19.00,0.00
SBVT,2016-10-27 15:00,95.00,35.00,41.50,16.00,0.00
SBVT,2016-10-27 16:00,89.60,32.00,52.23,18.00,0.00
SBVT,2016-10-27 17:00,87.80,31.00,58.78,21.00,0.00
SBVT,2016-10-27 18:00,86.00,30.00,62.25,23.00,0.00
SBVT,2016-10-27 19:00,84.20,29.00,65.95,23.00,0.00
SBVT,2016-10-27 20:00,82.40,28.00,69.90,24.00,0.00
SBVT,2016-10-27 21:00,80.60,27.00,69.71,20.00,0.00
SBVT,2016-10-27 22:00,80.60,27.00,65.54,20.00,0.00
SBVT,2016-10-27 23:00,80.60,27.00,69.71,18.00,0.00
SBVT,2016-10-28 00:00,78.80,26.00,73.95,15.00,0.00
SBVT,2016-10-28 01:00,78.80,26.00,73.95,15.00,0.00
SBVT,2016-10-28 02:00,78.80,26.00,73.95,14.00,0.00
SBVT,2016-10-28 03:00,78.80,26.00,73.95,15.00,0.00
SBVT,2016-10-28 04:00,78.80,26.00,73.95,13.00,0.00
SBVT,2016-10-28 05:00,77.00,25.00,78.48,14.00,0.00
SBVT,2016-10-28 06:00,77.00,25.00,78.48,16.00,0.00
SBVT,2016-10-28 07:00,77.00,25.00,78.48,5.00,0.00
SBVT,2016-10-28 08:00,77.00,25.00,73.78,11.00,0.00
SBVT,2016-10-28 09:00,77.00,25.00,73.78,11.00,0.00
SBVT,2016-10-28 10:00,77.00,25.00,73.78,12.00,0.00
SBVT,2016-10-28 11:00,80.60,27.00,65.54,11.00,0.00
SBVT,2016-10-28 12:00,86.00,30.00,58.55,9.00,0.00
SBVT,2016-10-28 13:00,89.60,32.00,52.23,9.00,0.00
SBVT,2016-10-28 14:00,91.40,33.00,49.36,3.00,0.00
SBVT,2016-10-28 15:00,87.80,31.00,55.29,12.00,0.00
SBVT,2016-10-28 16:00,86.00,30.00,58.55,10.00,0.00
SBVT,2016-10-28 17:00,84.20,29.00,62.03,10.00,0.00
SBVT,2016-10-28 18:00,82.40,28.00,69.90,11.00,0.00
SBVT,2016-10-28 19:00,78.80,26.00,78.62,15.00,0.00
SBVT,2016-10-28 20:00,78.80,26.00,78.62,9.00,0.00
SBVT,2016-10-28 20:35,73.40,23.00,78.19,11.00,0.00
SBVT,2016-10-28 21:00,73.40,23.00,83.21,8.00,0.00
SBVT,2016-10-28 23:00,71.60,22.00,88.43,8.00,0.00
SBVT,2016-10-29 01:00,69.80,21.00,88.34,12.00,0.00
SBVT,2016-10-29 03:00,69.80,21.00,88.34,11.00,0.00
SBVT,2016-10-29 04:00,69.80,21.00,88.34,13.00,0.00
SBVT,2016-10-29 05:00,69.80,21.00,88.34,8.00,0.00
SBVT,2016-10-29 06:00,69.80,21.00,82.98,12.00,0.00
SBVT,2016-10-29 07:00,69.80,21.00,82.98,10.00,0.00
SBVT,2016-10-29 08:00,68.00,20.00,88.26,12.00,0.00
SBVT,2016-10-29 09:00,68.00,20.00,88.26,10.00,0.00
SBVT,2016-10-29 09:41,66.20,19.00,88.18,14.00,0.00
SBVT,2016-10-29 10:00,66.20,19.00,88.18,10.00,0.00
SBVT,2016-10-29 11:00,68.00,20.00,88.26,8.00,0.00
SBVT,2016-10-29 12:00,68.00,20.00,88.26,10.00,0.00
SBVT,2016-10-29 13:00,69.80,21.00,82.98,8.00,0.00
SBVT,2016-10-29 14:00,69.80,21.00,82.98,8.00,0.00
SBVT,2016-10-29 15:00,71.60,22.00,73.27,15.00,0.00
SBVT,2016-10-29 16:00,71.60,22.00,60.44,15.00,0.00
SBVT,2016-10-29 17:00,71.60,22.00,64.48,12.00,0.00
SBVT,2016-10-29 18:00,71.60,22.00,64.48,9.00,0.00
SBVT,2016-10-29 19:00,69.80,21.00,77.90,5.00,0.00
SBVT,2016-10-29 20:00,71.60,22.00,73.27,7.00,0.00
SBVT,2016-10-29 21:00,68.00,20.00,88.26,4.00,0.00
SBVT,2016-10-29 22:00,69.80,21.00,82.98,8.00,0.00
SBVT,2016-10-29 23:00,68.00,20.00,82.86,6.00,0.00
SBVT,2016-10-30 00:00,68.00,20.00,82.86,9.00,0.00
SBVT,2016-10-30 01:00,69.80,21.00,77.90,7.00,0.00
SBVT,2016-10-30 02:00,69.80,21.00,82.98,8.00,0.00
SBVT,2016-10-30 03:00,69.80,21.00,82.98,6.00,0.00
SBVT,2016-10-30 04:00,69.80,21.00,82.98,6.00,0.00
SBVT,2016-10-30 05:00,68.00,20.00,88.26,12.00,0.00
SBVT,2016-10-30 06:00,68.00,20.00,88.26,6.00,0.00
SBVT,2016-10-30 07:00,68.00,20.00,88.26,0.00,0.00
SBVT,2016-10-30 08:00,69.80,21.00,82.98,7.00,0.00
SBVT,2016-10-30 09:00,69.80,21.00,82.98,8.00,0.00
SBVT,2016-10-30 10:00,69.80,21.00,82.98,5.00,0.00
SBVT,2016-10-30 11:00,69.80,21.00,88.34,6.00,0.00
SBVT,2016-10-30 12:00,73.40,23.00,78.19,11.00,0.00
SBVT,2016-10-30 13:00,71.60,22.00,83.09,8.00,0.00
SBVT,2016-10-30 15:00,71.60,22.00,83.09,10.00,0.00
SBVT,2016-10-30 16:00,69.80,21.00,88.34,11.00,0.00
SBVT,2016-10-30 17:00,73.40,23.00,73.44,10.00,0.00
SBVT,2016-10-30 18:00,73.40,23.00,68.94,8.00,0.00
SBVT,2016-10-30 19:00,73.40,23.00,68.94,11.00,0.00
SBVT,2016-10-30 20:00,71.60,22.00,73.27,5.00,0.00
SBVT,2016-10-30 21:00,71.60,22.00,73.27,6.00,0.00
SBVT,2016-10-30 22:00,71.60,22.00,73.27,7.00,0.00
SBVT,2016-10-30 23:00,69.80,21.00,82.98,7.00,0.00
SBVT,2016-10-31 00:00,69.80,21.00,82.98,2.00,0.00
SBVT,2016-10-31 01:00,69.80,21.00,82.98,4.00,0.00
SBVT,2016-10-31 02:00,69.80,21.00,77.90,5.00,0.00
SBVT,2016-10-31 03:00,69.80,21.00,77.90,4.00,0.00
SBVT,2016-10-31 04:00,69.80,21.00,82.98,2.00,0.00
SBVT,2016-10-31 05:00,69.80,21.00,82.98,2.00,0.00
SBVT,2016-10-31 06:00,69.80,21.00,82.98,2.00,0.00
SBVT,2016-10-31 07:00,68.00,20.00,88.26,4.00,0.00
SBVT,2016-10-31 08:00,69.80,21.00,82.98,2.00,0.00
SBVT,2016-10-31 09:00,71.60,22.00,78.04,4.00,0.00
SBVT,2016-10-31 10:00,73.40,23.00,73.44,3.00,0.00
SBVT,2016-10-31 11:00,75.20,24.00,69.14,3.00,0.00
SBVT,2016-10-31 12:00,75.20,24.00,64.91,6.00,0.00
SBVT,2016-10-31 13:00,75.20,24.00,69.14,10.00,0.00
SBVT,2016-10-31 14:00,75.20,24.00,73.61,8.00,0.00
SBVT,2016-10-31 15:00,78.80,26.00,57.60,8.00,0.00
SBVT,2016-10-31 16:00,78.80,26.00,57.60,8.00,0.00
SBVT,2016-10-31 17:00,77.00,25.00,65.12,5.00,0.00
SBVT,2016-10-31 18:00,77.00,25.00,65.12,6.00,0.00
SBVT,2016-10-31 19:00,77.00,25.00,61.13,6.00,0.00
SBVT,2016-10-31 20:00,77.00,25.00,61.13,6.00,0.00
SBVT,2016-10-31 21:00,75.20,24.00,64.91,7.00,0.00
SBVT,2016-10-31 22:00,71.60,22.00,73.27,6.00,0.00
SBVT,2016-10-31 23:00,73.40,23.00,73.44,5.00,0.00
SBVT,2016-11-01 00:00,73.40,23.00,73.44,4.00,0.00
SBVT,2016-11-01 01:00,73.40,23.00,73.44,7.00,0.00
SBVT,2016-11-01 02:00,73.40,23.00,68.94,3.00,0.00
SBVT,2016-11-01 03:00,73.40,23.00,68.94,3.00,0.00
SBVT,2016-11-01 04:00,69.80,21.00,82.98,4.00,0.00
SBVT,2016-11-01 05:00,69.80,21.00,82.98,3.00,0.00
SBVT,2016-11-01 06:00,68.00,20.00,88.26,2.00,0.00
SBVT,2016-11-01 07:00,68.00,20.00,88.26,2.00,0.00
SBVT,2016-11-01 08:00,68.00,20.00,88.26,2.00,0.00
SBVT,2016-11-01 09:00,71.60,22.00,83.09,2.00,0.00
SBVT,2016-11-01 10:00,71.60,22.00,83.09,4.00,0.00
SBVT,2016-11-01 11:00,75.20,24.00,73.61,6.00,0.00
SBVT,2016-11-01 12:00,77.00,25.00,65.12,7.00,0.00
SBVT,2016-11-01 13:00,78.80,26.00,65.33,8.00,0.00
SBVT,2016-11-01 14:00,77.00,25.00,69.33,9.00,0.00
SBVT,2016-11-01 15:00,78.80,26.00,65.33,11.00,0.00
SBVT,2016-11-01 16:00,78.80,26.00,65.33,13.00,0.00
SBVT,2016-11-01 17:00,78.80,26.00,65.33,7.00,0.00
SBVT,2016-11-01 18:00,78.80,26.00,65.33,6.00,0.00
SBVT,2016-11-01 19:00,75.20,24.00,78.34,6.00,0.00
SBVT,2016-11-01 20:00,77.00,25.00,73.78,10.00,0.00
SBVT,2016-11-01 21:00,75.20,24.00,78.34,6.00,0.00
SBVT,2016-11-01 22:00,73.40,23.00,83.21,4.00,0.00
SBVT,2016-11-01 23:00,73.40,23.00,83.21,2.00,0.00
SBVT,2016-11-02 00:00,73.40,23.00,83.21,3.00,0.00
SBVT,2016-11-02 01:00,71.60,22.00,88.43,2.00,0.00
SBVT,2016-11-02 02:00,71.60,22.00,88.43,3.00,0.00
SBVT,2016-11-02 04:00,73.40,23.00,88.51,6.00,0.00
SBVT,2016-11-02 05:00,73.40,23.00,88.51,6.00,0.00
SBVT,2016-11-02 06:00,73.40,23.00,88.51,6.00,0.00
SBVT,2016-11-02 07:00,73.40,23.00,88.51,6.00,0.00
SBVT,2016-11-02 08:00,73.40,23.00,88.51,6.00,0.00
SBVT,2016-11-02 09:25,75.20,24.00,88.59,8.00,0.00
SBVT,2016-11-02 10:00,75.20,24.00,88.59,9.00,0.00
SBVT,2016-11-02 10:35,77.00,25.00,88.67,8.00,0.00
SBVT,2016-11-02 11:00,77.00,25.00,88.67,11.00,0.00
SBVT,2016-11-02 11:43,75.20,24.00,83.32,13.00,0.00
SBVT,2016-11-02 13:00,73.40,23.00,94.10,5.00,0.00
SBVT,2016-11-02 14:00,78.80,26.00,83.55,11.00,0.00
SBVT,2016-11-02 15:00,78.80,26.00,83.55,14.00,0.00
SBVT,2016-11-02 16:00,80.60,27.00,78.76,12.00,0.00
SBVT,2016-11-02 17:00,80.60,27.00,78.76,14.00,0.00
SBVT,2016-11-02 18:00,80.60,27.00,78.76,10.00,0.00
SBVT,2016-11-02 19:00,80.60,27.00,78.76,13.00,0.00
SBVT,2016-11-02 20:00,78.80,26.00,78.62,12.00,0.00
SBVT,2016-11-02 21:00,77.00,25.00,83.44,12.00,0.00
SBVT,2016-11-02 22:00,77.00,25.00,88.67,9.00,0.00
SBVT,2016-11-02 23:00,77.00,25.00,88.67,11.00,0.00
SBVT,2016-11-03 00:00,77.00,25.00,88.67,11.00,0.00
SBVT,2016-11-03 01:00,77.00,25.00,88.67,9.00,0.00
SBVT,2016-11-03 02:00,75.20,24.00,94.14,8.00,0.00
SBVT,2016-11-03 03:00,75.20,24.00,88.59,7.00,0.00
SBVT,2016-11-03 04:00,75.20,24.00,88.59,8.00,0.00
SBVT,2016-11-03 05:00,75.20,24.00,88.59,7.00,0.00
SBVT,2016-11-03 06:00,75.20,24.00,88.59,5.00,0.00
SBVT,2016-11-03 07:00,75.20,24.00,88.59,6.00,0.00
SBVT,2016-11-03 08:00,73.40,23.00,94.10,6.00,0.00
SBVT,2016-11-03 09:00,75.20,24.00,88.59,6.00,0.00
SBVT,2016-11-03 10:00,78.80,26.00,78.62,8.00,0.00
SBVT,2016-11-03 11:00,82.40,28.00,69.90,9.00,0.00
SBVT,2016-11-03 12:00,84.20,29.00,62.03,13.00,0.00
SBVT,2016-11-03 13:00,86.00,30.00,58.55,15.00,0.00
SBVT,2016-11-03 14:00,86.00,30.00,66.15,14.00,0.00
SBVT,2016-11-03 15:00,86.00,30.00,66.15,16.00,0.00
SBVT,2016-11-03 16:00,87.80,31.00,62.47,17.00,0.00
SBVT,2016-11-03 17:00,84.20,29.00,65.95,19.00,0.00
SBVT,2016-11-03 17:41,82.40,28.00,74.28,20.00,0.00
SBVT,2016-11-03 18:00,82.40,28.00,74.28,19.00,0.00
SBVT,2016-11-03 19:00,80.60,27.00,74.11,19.00,0.00
SBVT,2016-11-03 20:00,78.80,26.00,78.62,19.00,0.00
SBVT,2016-11-03 21:00,78.80,26.00,78.62,14.00,0.00
SBVT,2016-11-03 22:00,77.00,25.00,83.44,14.00,0.00
SBVT,2016-11-03 23:00,77.00,25.00,83.44,15.00,0.00
SBVT,2016-11-04 00:00,77.00,25.00,83.44,12.00,0.00
SBVT,2016-11-04 01:00,77.00,25.00,83.44,12.00,0.00
SBVT,2016-11-04 02:00,77.00,25.00,83.44,6.00,0.00
SBVT,2016-11-04 03:00,75.20,24.00,88.59,4.00,0.00
SBVT,2016-11-04 04:00,75.20,24.00,88.59,6.00,0.00
SBVT,2016-11-04 05:00,75.20,24.00,88.59,8.00,0.00
SBVT,2016-11-04 06:00,75.20,24.00,88.59,7.00,0.00
SBVT,2016-11-04 07:00,75.20,24.00,88.59,7.00,0.00
SBVT,2016-11-04 08:00,73.40,23.00,94.10,7.00,0.00
SBVT,2016-11-04 09:00,75.20,24.00,88.59,7.00,0.00
SBVT,2016-11-04 10:00,78.80,26.00,78.62,9.00,0.00
SBVT,2016-11-04 11:00,80.60,27.00,74.11,9.00,0.00
SBVT,2016-11-04 12:00,82.40,28.00,69.90,9.00,0.00
SBVT,2016-11-04 13:00,80.60,27.00,69.71,10.00,0.00
SBVT,2016-11-04 14:00,84.20,29.00,62.03,13.00,0.00
SBVT,2016-11-04 15:00,84.20,29.00,62.03,14.00,0.00
SBVT,2016-11-04 16:00,82.40,28.00,65.74,16.00,0.00
SBVT,2016-11-04 17:00,84.20,29.00,62.03,15.00,0.00
SBVT,2016-11-04 18:00,84.20,29.00,62.03,14.00,0.00
SBVT,2016-11-04 19:00,80.60,27.00,69.71,11.00,0.00
SBVT,2016-11-04 20:00,78.80,26.00,73.95,9.00,0.00
SBVT,2016-11-04 21:00,78.80,26.00,73.95,8.00,0.00
SBVT,2016-11-04 22:00,77.00,25.00,78.48,5.00,0.00
SBVT,2016-11-04 23:00,77.00,25.00,78.48,4.00,0.00
SBVT,2016-11-05 00:00,77.00,25.00,78.48,5.00,0.00
SBVT,2016-11-05 01:00,77.00,25.00,83.44,5.00,0.00
SBVT,2016-11-05 02:00,77.00,25.00,78.48,6.00,0.00
SBVT,2016-11-05 04:00,77.00,25.00,78.48,5.00,0.00
SBVT,2016-11-05 05:00,75.20,24.00,78.34,5.00,0.00
SBVT,2016-11-05 06:00,75.20,24.00,78.34,4.00,0.00
SBVT,2016-11-05 07:00,73.40,23.00,83.21,3.00,0.00
SBVT,2016-11-05 08:00,71.60,22.00,88.43,2.00,0.00
SBVT,2016-11-05 09:00,73.40,23.00,88.51,2.00,0.00
SBVT,2016-11-05 10:00,75.20,24.00,83.32,2.00,0.00
SBVT,2016-11-05 11:00,78.80,26.00,69.52,3.00,0.00
SBVT,2016-11-05 12:00,82.40,28.00,58.08,8.00,0.00
SBVT,2016-11-05 13:00,80.60,27.00,65.54,7.00,0.00
SBVT,2016-11-05 14:00,82.40,28.00,61.81,10.00,0.00
SBVT,2016-11-05 15:00,82.40,28.00,61.81,11.00,0.00
SBVT,2016-11-05 16:00,82.40,28.00,61.81,10.00,0.00
SBVT,2016-11-05 17:00,84.20,29.00,58.32,9.00,0.00
SBVT,2016-11-05 18:00,82.40,28.00,61.81,10.00,0.00
SBVT,2016-11-05 19:00,78.80,26.00,73.95,12.00,0.00
SBVT,2016-11-05 20:00,78.80,26.00,69.52,8.00,0.00
SBVT,2016-11-05 21:00,78.80,26.00,69.52,7.00,0.00
SBVT,2016-11-05 22:00,77.00,25.00,73.78,5.00,0.00
SBVT,2016-11-05 23:00,75.20,24.00,83.32,4.00,0.00
SBVT,2016-11-06 00:00,75.20,24.00,83.32,0.00,0.00
SBVT,2016-11-06 01:00,75.20,24.00,83.32,3.00,0.00
SBVT,2016-11-06 02:00,75.20,24.00,78.34,2.00,0.00
SBVT,2016-11-06 03:00,71.60,22.00,88.43,1.00,0.00
SBVT,2016-11-06 04:00,71.60,22.00,88.43,2.00,0.00
SBVT,2016-11-06 05:00,71.60,22.00,88.43,2.00,0.00
SBVT,2016-11-06 06:00,69.80,21.00,94.01,2.00,0.00
SBVT,2016-11-06 07:00,69.80,21.00,88.34,2.00,0.00
SBVT,2016-11-06 08:00,69.80,21.00,94.01,3.00,0.00
SBVT,2016-11-06 09:00,69.80,21.00,94.01,0.00,0.00
SBVT,2016-11-06 10:00,73.40,23.00,88.51,0.00,0.00
SBVT,2016-11-06 11:00,78.80,26.00,73.95,3.00,0.00
SBVT,2016-11-06 12:00,82.40,28.00,58.08,9.00,0.00
SBVT,2016-11-06 13:00,82.40,28.00,54.55,9.00,0.00
SBVT,2016-11-06 14:00,82.40,28.00,58.08,8.00,0.00
SBVT,2016-11-06 15:00,82.40,28.00,58.08,9.00,0.00
SBVT,2016-11-06 16:00,84.20,29.00,58.32,9.00,0.00
SBVT,2016-11-06 17:00,80.60,27.00,65.54,10.00,0.00
SBVT,2016-11-06 18:00,80.60,27.00,61.58,7.00,0.00
SBVT,2016-11-06 19:00,78.80,26.00,69.52,9.00,0.00
SBVT,2016-11-06 20:00,78.80,26.00,69.52,8.00,0.00
SBVT,2016-11-06 21:00,78.80,26.00,73.95,6.00,0.00
SBVT,2016-11-06 22:00,77.00,25.00,73.78,7.00,0.00
SBVT,2016-11-06 23:00,77.00,25.00,78.48,8.00,0.00
SBVT,2016-11-07 00:00,77.00,25.00,78.48,7.00,0.00
SBVT,2016-11-07 01:00,75.20,24.00,83.32,6.00,0.00
SBVT,2016-11-07 02:00,75.20,24.00,78.34,3.00,0.00
SBVT,2016-11-07 03:00,73.40,23.00,88.51,3.00,0.00
SBVT,2016-11-07 04:00,73.40,23.00,83.21,4.00,0.00
SBVT,2016-11-07 05:00,71.60,22.00,83.09,3.00,0.00
SBVT,2016-11-07 06:00,71.60,22.00,88.43,2.00,0.00
SBVT,2016-11-07 07:00,69.80,21.00,94.01,3.00,0.00
SBVT,2016-11-07 08:00,69.80,21.00,94.01,2.00,0.00
SBVT,2016-11-07 09:00,71.60,22.00,88.43,4.00,0.00
SBVT,2016-11-07 10:00,71.60,22.00,94.06,5.00,0.00
SBVT,2016-11-07 11:00,77.00,25.00,78.48,3.00,0.00
SBVT,2016-11-07 13:00,78.80,26.00,69.52,6.00,0.00
SBVT,2016-11-07 13:35,73.40,23.00,88.51,11.00,0.00
SBVT,2016-11-07 14:00,73.40,23.00,83.21,8.00,0.00
SBVT,2016-11-07 15:00,73.40,23.00,88.51,7.00,0.00
SBVT,2016-11-07 16:00,77.00,25.00,73.78,7.00,0.00
SBVT,2016-11-07 17:00,77.00,25.00,73.78,6.00,0.00
SBVT,2016-11-07 18:00,78.80,26.00,69.52,8.00,0.00
SBVT,2016-11-07 19:00,78.80,26.00,69.52,10.00,0.00
SBVT,2016-11-07 20:00,77.00,25.00,73.78,8.00,0.00
SBVT,2016-11-07 21:00,75.20,24.00,78.34,7.00,0.00
SBVT,2016-11-07 22:00,75.20,24.00,83.32,4.00,0.00
SBVT,2016-11-07 23:00,75.20,24.00,83.32,6.00,0.00
SBVT,2016-11-08 00:00,73.40,23.00,88.51,3.00,0.00
SBVT,2016-11-08 01:00,73.40,23.00,88.51,6.00,0.00
SBVT,2016-11-08 02:00,73.40,23.00,88.51,3.00,0.00
SBVT,2016-11-08 03:00,73.40,23.00,88.51,6.00,0.00
SBVT,2016-11-08 04:00,73.40,23.00,88.51,5.00,0.00
SBVT,2016-11-08 05:00,71.60,22.00,94.06,2.00,0.00
SBVT,2016-11-08 06:00,71.60,22.00,94.06,3.00,0.00
SBVT,2016-11-08 07:00,69.80,21.00,94.01,0.00,0.00
SBVT,2016-11-08 08:00,71.60,22.00,94.06,2.00,0.00
SBVT,2016-11-08 09:00,71.60,22.00,94.06,2.00,0.00
SBVT,2016-11-08 10:00,77.00,25.00,78.48,5.00,0.00
